,loss,accuracy,val_loss,val_accuracy
0,2.966229200363159,0.05209452286362648,2.905747175216675,0.05676020309329033
1,2.910672426223755,0.05451127886772156,2.872283935546875,0.07015305757522583
2,2.8571550846099854,0.07653061300516129,2.5426864624023438,0.1823979616165161
3,2.595951557159424,0.16487647593021393,1.908238410949707,0.3628826439380646
4,2.196802854537964,0.2693340480327606,1.5462398529052734,0.44897958636283875
5,1.8472932577133179,0.38614392280578613,1.1444783210754395,0.5809949040412903
6,1.6019524335861206,0.46804511547088623,0.7921102046966553,0.699617326259613
7,1.2789649963378906,0.5781418085098267,0.5159924030303955,0.8080357313156128
8,1.047992467880249,0.6490333080291748,0.4750855565071106,0.8284438848495483
9,0.9459843635559082,0.6882384419441223,0.3728003203868866,0.8596938848495483
10,0.8241795897483826,0.7261009812355042,0.24917899072170258,0.9100765585899353
11,0.7334716320037842,0.7579957246780396,0.19392842054367065,0.9298469424247742
12,0.6416444778442383,0.7851772308349609,0.27255532145500183,0.9100765585899353
13,0.5790910720825195,0.8093447685241699,0.2337481677532196,0.9145408272743225
14,0.5289629101753235,0.8251879811286926,0.154308021068573,0.9445152878761292
15,0.5123655200004578,0.8380773067474365,0.1770748794078827,0.9368622303009033
16,0.4560481011867523,0.8539205193519592,0.1696755588054657,0.9362244606018066
17,0.4373767375946045,0.8614392876625061,0.17831245064735413,0.9355867505073547
18,0.39515799283981323,0.8716433644294739,0.09482018649578094,0.9674744606018066
19,0.3537953197956085,0.8874865770339966,0.08465976268053055,0.9668367505073547
20,0.3423149287700653,0.8896347880363464,0.08109636604785919,0.9776785969734192
21,0.32877159118652344,0.8952739238739014,0.11989113688468933,0.9591836929321289
22,0.3056910037994385,0.9001073837280273,0.1469636708498001,0.9445152878761292
23,0.2898998558521271,0.9081632494926453,0.08246075361967087,0.9681122303009033
24,0.26953160762786865,0.9132652878761292,0.07742557674646378,0.9725765585899353
25,0.2887432277202606,0.9073576927185059,0.054515350610017776,0.9821428656578064
26,0.25950008630752563,0.9170247316360474,0.05140339210629463,0.9815050959587097
27,0.23709464073181152,0.918635904788971,0.08259793370962143,0.9744898080825806
28,0.23760487139225006,0.9248120188713074,0.06135311722755432,0.983418345451355
29,0.2343571037054062,0.9261546730995178,0.03705862537026405,0.9897959232330322
30,0.2045200616121292,0.9358217120170593,0.03854178264737129,0.9866071343421936
31,0.20408004522323608,0.9312567114830017,0.06497170776128769,0.9795918464660645
32,0.18669246137142181,0.9363587498664856,0.03331833705306053,0.9866071343421936
33,0.20076678693294525,0.9320623278617859,0.024648938328027725,0.9929847121238708
34,0.179845929145813,0.9385069608688354,0.028813105076551437,0.9891581535339355
35,0.18968984484672546,0.937701404094696,0.024474821984767914,0.9917091727256775
36,0.1838790625333786,0.9441460967063904,0.025976641103625298,0.9885203838348389
37,0.16923180222511292,0.9436089992523193,0.03309499844908714,0.9885203838348389
38,0.1776202768087387,0.9417293071746826,0.04603720083832741,0.9846938848495483
39,0.17533068358898163,0.9422664046287537,0.04706745594739914,0.9840561151504517
40,0.1884034126996994,0.9366272687911987,0.03545677289366722,0.9885203838348389
