,loss,accuracy,val_loss,val_accuracy
41,0.18338602781295776,0.9436089992523193,0.031737569719552994,0.987882673740387
42,0.1635437309741974,0.9484425187110901,0.023548653349280357,0.9948979616165161
43,0.16071240603923798,0.9473684430122375,0.032576169818639755,0.9910714030265808
44,0.17883600294589996,0.9449516534805298,0.026887718588113785,0.9891581535339355
45,0.1551433950662613,0.9546186923980713,0.035425733774900436,0.9891581535339355
46,0.14289815723896027,0.9524704813957214,0.024870267137885094,0.9923469424247742
47,0.12630592286586761,0.9597207307815552,0.023295631632208824,0.9923469424247742
48,0.1329713612794876,0.9538130760192871,0.035528767853975296,0.9866071343421936
49,0.13892321288585663,0.9508593082427979,0.02968234196305275,0.9904336929321289
50,0.1579790711402893,0.951127827167511,0.022119607776403427,0.9917091727256775
51,0.1349056363105774,0.9505907893180847,0.05902152508497238,0.9783163070678711
52,0.14978115260601044,0.951127827167511,0.03194758668541908,0.9904336929321289
53,0.13654527068138123,0.9573040008544922,0.038205914199352264,0.985331654548645
54,0.13018721342086792,0.9559613466262817,0.03267757594585419,0.9917091727256775
55,0.13808991014957428,0.9519333839416504,0.032067425549030304,0.9872449040412903
56,0.1258823722600937,0.9591836929321289,0.016650211066007614,0.9942601919174194
57,0.12299876660108566,0.9575725197792053,0.024438858032226562,0.9910714030265808
58,0.12743669748306274,0.9605262875556946,0.030348891392350197,0.9891581535339355
59,0.11241350322961807,0.9626745581626892,0.027873549610376358,0.9891581535339355
60,0.12132780253887177,0.9567669034004211,0.05382679030299187,0.9840561151504517
61,0.10863140225410461,0.9661654233932495,0.020039452239871025,0.9936224222183228
62,0.1167323961853981,0.9613319039344788,0.031661760061979294,0.9904336929321289
63,0.11692854017019272,0.961868941783905,0.014989887364208698,0.9955357313156128
64,0.12140486389398575,0.9573040008544922,0.025335779413580894,0.9929847121238708
65,0.11349833011627197,0.9613319039344788,0.025365613400936127,0.9904336929321289
66,0.11294382065534592,0.9640172123908997,0.027505913749337196,0.9897959232330322
67,0.1048884317278862,0.9648227691650391,0.015979168936610222,0.9942601919174194
68,0.11479663103818893,0.9613319039344788,0.041763462126255035,0.9891581535339355
69,0.10975581407546997,0.9616004228591919,0.024425670504570007,0.9917091727256775
70,0.10927297919988632,0.9664339423179626,0.0249495692551136,0.9917091727256775
71,0.1154521182179451,0.9656283855438232,0.047256819903850555,0.983418345451355
72,0.10341918468475342,0.9656283855438232,0.019394658505916595,0.9948979616165161
73,0.12098317593336105,0.9616004228591919,0.018584711477160454,0.9948979616165161
74,0.0959715023636818,0.9653598070144653,0.022534534335136414,0.9891581535339355
75,0.11020440608263016,0.9653598070144653,0.02597413770854473,0.9897959232330322
76,0.1109907254576683,0.9624060392379761,0.023226231336593628,0.9923469424247742
77,0.08992373943328857,0.9715359807014465,0.03131449595093727,0.9917091727256775
78,0.09632159769535065,0.9680451154708862,0.013745220378041267,0.9955357313156128
79,0.10318787395954132,0.969924807548523,0.018872983753681183,0.9929847121238708
80,0.0978638157248497,0.9667024612426758,0.024446377530694008,0.9936224222183228
81,0.09786374866962433,0.9677765965461731,0.008365758694708347,0.9961734414100647
82,0.09121003746986389,0.9688506722450256,0.01622607186436653,0.9955357313156128
83,0.10818108916282654,0.9664339423179626,0.03515077009797096,0.9885203838348389
84,0.08834467083215714,0.9658969044685364,0.024032074958086014,0.9910714030265808
85,0.0925041139125824,0.9712674617767334,0.015754438936710358,0.9936224222183228
86,0.0940617024898529,0.9669709801673889,0.016121484339237213,0.9948979616165161
87,0.09959050267934799,0.96750807762146,0.03809479996562004,0.9891581535339355
88,0.10573592782020569,0.9677765965461731,0.023057056590914726,0.9942601919174194
89,0.09280341118574142,0.9693877696990967,0.022365564480423927,0.9948979616165161
90,0.09439852088689804,0.9693877696990967,0.02329210937023163,0.9910714030265808
91,0.09078914672136307,0.9718044996261597,0.011294619180262089,0.9961734414100647
92,0.08652633428573608,0.9726101160049438,0.020164528861641884,0.9929847121238708
93,0.07423596829175949,0.975832462310791,0.011867820285260677,0.9961734414100647
94,0.1022188737988472,0.9656283855438232,0.008815011009573936,0.9968112111091614
95,0.09288694709539413,0.9707304239273071,0.008650161325931549,0.9968112111091614
96,0.06934912502765656,0.9771750569343567,0.006326719652861357,0.9980867505073547
97,0.08041694015264511,0.9736841917037964,0.04504597559571266,0.985331654548645
98,0.08546524494886398,0.9712674617767334,0.03188353031873703,0.9897959232330322
99,0.0968305841088295,0.9688506722450256,0.012188810855150223,0.9942601919174194
100,0.06663812696933746,0.9785177111625671,0.008281895890831947,0.9955357313156128
101,0.08197270333766937,0.9712674617767334,0.017198676243424416,0.9936224222183228
102,0.09218856692314148,0.9696562886238098,0.017373602837324142,0.9942601919174194
103,0.09269402921199799,0.9707304239273071,0.011677153408527374,0.9961734414100647
104,0.07764694094657898,0.97529536485672,0.034924156963825226,0.987882673740387
